"pitcherid","pitcher","pitch_type","p_throws","rockies","hb","ivb","velo","spin","nPitches"
608718,"Brent Suter","SI","L","Other",9.98423076923077,13.4013461538462,87.3471153846154,2128.75,208
608718,"Brent Suter","SL","L","COL",-2.52,-1.464,78.08,2235.8,5
608718,"Brent Suter","SL","L","Other",-4.32,-0.66962962962963,78.4092592592593,2250.03703703704,162
615698,"Cal Quantrill","CH","R","COL",-9.702,7.572,85.415,1554.05,20
615698,"Cal Quantrill","CH","R","Other",-12.7688888888889,8.72444444444444,84.4481481481481,1570.66666666667,27
615698,"Cal Quantrill","CU","R","COL",2.47549668874172,-3.36794701986755,79.2960264900662,2444.7417218543,151
615698,"Cal Quantrill","CU","R","Other",3.28906077348066,-4.77348066298343,79.924861878453,2426.00552486188,181
615698,"Cal Quantrill","FC","R","COL",2.56,4.41627118644068,87.9299435028249,2261.87570621469,177
615698,"Cal Quantrill","FC","R","Other",3.14279329608939,5.84782122905028,87.6642458100559,2343.68156424581,179
615698,"Cal Quantrill","FS","R","COL",-7.735,4.32472222222222,86.6335648148148,1071.11111111111,432
615698,"Cal Quantrill","FS","R","Other",-11.3336231884058,4.84985507246377,86.3495169082126,1022.83816425121,414
615698,"Cal Quantrill","SI","R","COL",-9.47647058823529,12.4738823529412,93.8560784313726,2215.97450980392,510
615698,"Cal Quantrill","SI","R","Other",-12.4052173913043,15.205652173913,93.8427536231884,2152.01811594203,552
621107,"Zach Eflin","CH","R","COL",-8.52,2.92,85.3333333333333,1592,3
621107,"Zach Eflin","CH","R","Other",-15.3484137931034,2.97848275862069,85.6124137931034,NA,145
621107,"Zach Eflin","CU","R","COL",7.63135135135135,-5.99675675675676,77.272972972973,2435.13513513513,37
621107,"Zach Eflin","CU","R","Other",11.5214150943396,-6.54962264150943,78.9757075471698,NA,424
621107,"Zach Eflin","FC","R","COL",0.492631578947368,6.74526315789474,90.0684210526316,2164.15789473684,19
621107,"Zach Eflin","FC","R","Other",1.43696428571429,8.57267857142857,88.1357142857143,NA,672
621107,"Zach Eflin","FF","R","COL",-8.2,8.08,93.5,2102.66666666667,3
621107,"Zach Eflin","FF","R","Other",-8.70139534883721,12.6435348837209,92.4316279069767,NA,215
621107,"Zach Eflin","SI","R","COL",-12.3952941176471,4.33411764705882,92.6823529411765,2064.58823529412,17
621107,"Zach Eflin","SI","R","Other",-15.8385798816568,4.54917159763314,91.6819526627219,NA,676
621107,"Zach Eflin","SL","R","Other",4.128,8.016,80.8,2385.2,5
621107,"Zach Eflin","ST","R","COL",8.98,2.72,78.6,2436.16666666667,6
621107,"Zach Eflin","ST","R","Other",13.2762666666667,2.73973333333333,79.7622222222222,NA,225
621112,"Paul Blackburn","CH","R","COL",-8.74857142857143,6.2,86.347619047619,1785,21
621112,"Paul Blackburn","CH","R","Other",-11.62,6.32969696969697,85.6131313131313,NA,198
621112,"Paul Blackburn","CU","R","COL",7.2,-12,78.3,2518,1
621112,"Paul Blackburn","CU","R","Other",7.20491803278689,-16.3327868852459,79.4581967213115,NA,122
621112,"Paul Blackburn","FC","R","COL",4.20648648648649,4.35567567567568,89.6783783783784,2482.24324324324,37
621112,"Paul Blackburn","FC","R","Other",4.99513043478261,7.4864347826087,88.9808695652174,NA,230
621112,"Paul Blackburn","FF","R","COL",-3.37714285714286,12.24,92.6142857142857,2216,7
621112,"Paul Blackburn","FF","R","Other",-5.25799126637555,16.804192139738,91.9065502183406,NA,229
621112,"Paul Blackburn","SI","R","COL",-9.528,8.172,90.93,2035.1,10
621112,"Paul Blackburn","SI","R","Other",-12.5403870967742,10.0467096774194,91.2335483870968,NA,155
621112,"Paul Blackburn","SL","R","COL",11.9929411764706,-1.97647058823529,81.0647058823529,2631.58823529412,17
621112,"Paul Blackburn","SL","R","Other",15.0408648648649,-4.47827027027027,81.28,NA,185
621345,"A. J. Minter","CH","L","COL",10.11,7.5,86.5,1645.75,4
621345,"A. J. Minter","CH","L","Other",15.5339325842697,5.79505617977528,86.7202247191011,1671.05617977528,89
621345,"A. J. Minter","FC","L","COL",-4.4304,2.304,87.564,2477.2,25
621345,"A. J. Minter","FC","L","Other",-5.54787096774194,4.9501935483871,89.7212903225806,2489.96129032258,155
621345,"A. J. Minter","FF","L","COL",2.826,13.614,92.975,2428.95,20
621345,"A. J. Minter","FF","L","Other",5.52,17.3806113537118,94.6729257641921,2420.13973799127,229
621363,"Colin Poche","FF","L","COL",-3.272,13.46,89.72,NA,30
621363,"Colin Poche","FF","L","Other",-2.08376470588235,19.4011764705882,91.2935294117647,2227.98529411765,340
621363,"Colin Poche","SL","L","COL",-5.22,-0.69,81.2,2465.5,4
621363,"Colin Poche","SL","L","Other",-5.91195266272189,3.19171597633136,83.194674556213,2445.7573964497,169
621389,"Ty Blach","CH","L","COL",12.6867961165049,-1.58970873786408,79.9470873786408,1953.03398058252,206
621389,"Ty Blach","CH","L","Other",17.605,-0.461666666666667,80.2,2002.375,72
621389,"Ty Blach","CU","L","COL",-2.20517647058824,-3.50541176470588,78.98,2284,85
621389,"Ty Blach","CU","L","Other",-3.66153846153846,-4.96,79.6974358974359,2389,39
621389,"Ty Blach","FC","L","COL",1.328,2.62628571428571,82.9533333333333,2262.51428571429,105
621389,"Ty Blach","FC","L","Other",1.3512,1.9464,82.936,2354.04,50
621389,"Ty Blach","FF","L","COL",13.0852307692308,5.976,89.0702564102564,2016.07948717949,390
621389,"Ty Blach","FF","L","Other",14.4,9.72,87.1,2028,1
621389,"Ty Blach","SI","L","COL",15.9490909090909,6.17454545454545,89.2454545454545,2085.27272727273,11
621389,"Ty Blach","SI","L","Other",17.6961849710983,8.10936416184971,89.2849710982659,2119.52601156069,173
621389,"Ty Blach","SL","L","COL",9.84,11.4,85,1955,1
622491,"Luis Castillo","CH","R","COL",-12.48,-2.208,87.32,NA,5
622491,"Luis Castillo","CH","R","Other",-17.2127047146402,-0.123573200992556,88.0605459057072,NA,403
622491,"Luis Castillo","FF","R","COL",-8.168,11.266,94.2366666666667,NA,60
622491,"Luis Castillo","FF","R","Other",-12.6859223300971,12.2471844660194,95.6233009708738,NA,1236
622491,"Luis Castillo","SI","R","COL",-14.16,4.72,94.3,NA,3
622491,"Luis Castillo","SI","R","Other",-18.324609375,3.8859375,95.625,2010.9140625,512
622491,"Luis Castillo","SL","R","COL",1.88,-0.617777777777778,85.0777777777778,NA,27
622491,"Luis Castillo","SL","R","Other",0.869411764705882,0.869411764705882,85.7050653594771,NA,612
622491,"Luis Castillo","UN","R","COL",NA,NA,NA,NA,1
622554,"Seranthony Domínguez","CH","R","COL",-13.56,10.44,91.3,2228,1
622554,"Seranthony Domínguez","CH","R","Other",-14.9018181818182,10.6690909090909,91.3818181818182,1895.18181818182,11
622554,"Seranthony Domínguez","FF","R","COL",-3.432,10.776,97.1366666666667,2365.2,30
622554,"Seranthony Domínguez","FF","R","Other",-4.6668,14.8761,97.70275,NA,400
622554,"Seranthony Domínguez","SI","R","COL",-11.04,11.52,97.6,2339,1
622554,"Seranthony Domínguez","SI","R","Other",-13.9298461538462,9.90153846153846,98.0830769230769,NA,195
622554,"Seranthony Domínguez","SL","R","COL",5.6736,4.4976,88.112,2446.6,25
622554,"Seranthony Domínguez","SL","R","Other",7.62733167082294,5.23391521197007,88.45536159601,NA,401
622663,"Luis Severino","CH","R","COL",-9.52,6.62,88.2833333333333,1604.5,6
622663,"Luis Severino","CH","R","Other",-14.1526066350711,7.17440758293839,86.0199052132701,1582.73933649289,211
622663,"Luis Severino","FC","R","Other",1.33390557939914,7.92206008583691,92.6244635193133,2296.79399141631,233
622663,"Luis Severino","FF","R","COL",-5.00170212765957,12.2348936170213,97.0659574468085,2195.34042553192,47
622663,"Luis Severino","FF","R","Other",-6.5240490797546,15.8633128834356,96.1070552147239,2220.20961145194,978
622663,"Luis Severino","SI","R","COL",-10.0272,9.5184,96.22,2081.28,25
622663,"Luis Severino","SI","R","Other",-14.6476410998553,11.6762952243126,95.5726483357453,2093.05933429812,691
622663,"Luis Severino","SL","R","COL",6.48,0.3,87.3333333333333,2533.16666666667,6
622663,"Luis Severino","SL","R","Other",7.2165306122449,0.762857142857143,86.7688775510204,2548.07653061224,196
622663,"Luis Severino","ST","R","COL",11.4,4.896,86.28,2438,5
622663,"Luis Severino","ST","R","Other",15.0153971486762,2.80154786150713,85.1205702647658,2591.85539714868,491
622663,"Luis Severino","UN","R","Other",NA,NA,NA,NA,1
624133,"Ranger Suárez","CH","L","COL",8.51368421052632,0.922105263157895,80.1368421052632,1416.68421052632,19
624133,"Ranger Suárez","CH","L","Other",10.7635068493151,1.66980821917808,79.9975342465753,NA,365
624133,"Ranger Suárez","CU","L","COL",-10.92,-7.63304347826087,74.1,2155.5652173913,23
624133,"Ranger Suárez","CU","L","Other",-11.6973913043478,-10.1446956521739,74.4480434782609,NA,460
624133,"Ranger Suárez","FC","L","COL",-5.64,4.24941176470588,85.7176470588235,2013.76470588235,17
624133,"Ranger Suárez","FC","L","Other",-3.57985074626866,5.26791044776119,86.5582089552239,NA,268
624133,"Ranger Suárez","FF","L","COL",2.33,10.095,91.2166666666667,2050.29166666667,24
624133,"Ranger Suárez","FF","L","Other",5.44248275862069,12.4822068965517,91.884367816092,NA,435
624133,"Ranger Suárez","SI","L","COL",10.8352941176471,5.64705882352941,90.6764705882353,2131.11764705882,17
624133,"Ranger Suárez","SI","L","Other",15.3149171270718,5.04812154696133,90.7910220994475,NA,724
624133,"Ranger Suárez","SL","L","Other",-7.62,-2.46,81.3,2015.5,2
640448,"Kyle Finnegan","FF","R","COL",-7.66,13.07,97.3541666666667,2129.33333333333,24
640448,"Kyle Finnegan","FF","R","Other",-10.3554662840746,15.910243902439,97.1977044476327,NA,697
640448,"Kyle Finnegan","FS","R","COL",-3.48,2.52,88.6142857142857,983.428571428571,7
640448,"Kyle Finnegan","FS","R","Other",-8.38408602150538,5.0989247311828,88.5318996415771,1005.13261648746,279
640448,"Kyle Finnegan","SL","R","COL",1.11,1.98,85.975,1684,4
640448,"Kyle Finnegan","SL","R","Other",3.525,1.41642857142857,85.3857142857143,2029.03571428571,56
641302,"Tyler Alexander","CH","L","COL",8.57052631578947,2.22947368421053,80.7526315789474,1857.26315789474,19
641302,"Tyler Alexander","CH","L","Other",15.1245933014354,6.15732057416268,81.3521531100479,1556.6028708134,209
641302,"Tyler Alexander","FC","L","COL",-6.16714285714286,4.25142857142857,83.4428571428572,2161.46428571429,28
641302,"Tyler Alexander","FC","L","Other",-3.54454183266932,8.16215139442231,85.1276892430279,2385.2171314741,502
641302,"Tyler Alexander","FF","L","COL",4.87542857142857,12.4251428571429,88.3885714285714,2177.97142857143,35
641302,"Tyler Alexander","FF","L","Other",9.30445103857567,18.0908011869436,89.7338278931751,2307.14836795252,337
641302,"Tyler Alexander","SI","L","COL",14.52,13.56,89.1,2079,1
641302,"Tyler Alexander","SI","L","Other",16.1592660550459,11.4412844036697,89.6692660550459,2139.49082568807,218
641302,"Tyler Alexander","SL","L","COL",-9,-1.56,76.3,1619,1
641302,"Tyler Alexander","SL","L","Other",-8.46,4.5,76.75,2411,4
641302,"Tyler Alexander","ST","L","COL",-17.2533333333333,-2.84,76.6888888888889,2203.55555555556,9
641302,"Tyler Alexander","ST","L","Other",-15.7829508196721,3.68891803278689,77.8039344262295,2457.26557377049,305
641712,"Dakota Hudson","CH","R","COL",-10.8221739130435,2.79260869565217,83.3445652173913,NA,92
641712,"Dakota Hudson","CH","R","Other",-15.2793103448276,2.64,83.6310344827586,1743.70689655172,58
641712,"Dakota Hudson","CU","R","COL",10.6493793103448,-5.60441379310345,80.4758620689655,NA,145
641712,"Dakota Hudson","CU","R","Other",14.4793043478261,-4.93252173913043,80.1373913043478,2533.54782608696,115
641712,"Dakota Hudson","FC","R","COL",0.274285714285714,1.66285714285714,86.8857142857143,2665.14285714286,7
641712,"Dakota Hudson","FF","R","COL",-4.84542857142857,6.96,89.7364285714286,NA,140
641712,"Dakota Hudson","FF","R","Other",-6.30857142857143,9.46417582417582,90.2725274725275,2086.25274725275,91
641712,"Dakota Hudson","PO","R","COL",-9.96,3.6,83.5,1932,1
641712,"Dakota Hudson","SI","R","COL",NA,NA,NA,NA,233
641712,"Dakota Hudson","SI","R","Other",-14.8101149425287,5.67034482758621,90.6501915708812,2015.50191570881,261
641712,"Dakota Hudson","SL","R","COL",0.730805687203791,0.655734597156398,83.8175355450237,NA,211
641712,"Dakota Hudson","SL","R","Other",0.039493670886076,1.87063291139241,84.3905063291139,2531.31012658228,158
641755,"Tyler Kinley","CH","R","COL",-9.34363636363636,9.74727272727273,87.4454545454546,1915.90909090909,22
641755,"Tyler Kinley","CH","R","Other",-11.742,11.652,86.975,1789.55,20
641755,"Tyler Kinley","FF","R","COL",-3.96269058295964,13.3506726457399,95.8439461883408,NA,223
641755,"Tyler Kinley","FF","R","Other",-5.472,16.8994285714286,95.8577142857143,2360.66857142857,175
641755,"Tyler Kinley","SI","R","COL",-10.8,18,94.5,2452,1
641755,"Tyler Kinley","SI","R","Other",-11.88,15.72,93.3,2373,1
641755,"Tyler Kinley","SL","R","COL",0.0289196675900277,4.72853185595568,89.7016620498615,NA,361
641755,"Tyler Kinley","SL","R","Other",-0.0882722513089005,5.90607329842932,89.2740837696335,2607.46858638743,382
641793,"Zack Littell","FF","R","COL",-6.32142857142857,12.1928571428571,93.3214285714286,2027.60714285714,28
641793,"Zack Littell","FF","R","Other",-7.09589251439539,17.1137044145873,92.3712092130518,2023.80998080614,521
641793,"Zack Littell","FS","R","COL",-4.9875,1.815,83.25,858.375,16
641793,"Zack Littell","FS","R","Other",-8.83092857142857,1.36371428571429,83.0280357142857,NA,560
641793,"Zack Littell","SI","R","COL",-10.92,11.16,92.5,2068,1
641793,"Zack Littell","SI","R","Other",-14.8155858310627,13.4615803814714,91.6158038147139,NA,367
641793,"Zack Littell","SL","R","COL",2.76,4.98545454545455,86.7590909090909,2297.31818181818,22
641793,"Zack Littell","SL","R","Other",2.50962085308057,7.16672985781991,86.5658767772512,NA,844
641793,"Zack Littell","ST","R","COL",6.66,-6.12,79.35,2277.5,2
641793,"Zack Littell","ST","R","Other",14.3206451612903,-3.65129032258065,79.5217741935484,2243.96774193548,124
641793,"Zack Littell","UN","R","Other",NA,NA,NA,NA,1
642397,"Gregory Soto","FC","L","Other",5.14285714285714,7.71428571428571,91.8142857142857,2371.57142857143,7
642397,"Gregory Soto","FF","L","COL",11.04,9,96.4,2094,1
642397,"Gregory Soto","FF","L","Other",11.3503448275862,12.7293103448276,97.9301724137931,NA,116
642397,"Gregory Soto","SI","L","COL",13.7113043478261,7.27304347826087,97.2260869565217,2293.69565217391,23
642397,"Gregory Soto","SI","L","Other",17.3155662650602,8.34853012048193,97.4089156626506,NA,415
642397,"Gregory Soto","SL","L","COL",-1.92,1.136,85.52,2407.6,15
642397,"Gregory Soto","SL","L","Other",-2.13654723127036,1.6671009771987,86.2732899022801,NA,307
642397,"Gregory Soto","ST","L","COL",-12.78,0,81.6,2522,2
642397,"Gregory Soto","ST","L","Other",-12.4491891891892,3.48324324324324,83.9581081081081,2561.98648648649,74
643511,"Tyler Rogers","FF","R","COL",-5.79,-8.7,83.125,2024,4
643511,"Tyler Rogers","FF","R","Other",-7.23,-7.47,82.275,1972,4
643511,"Tyler Rogers","SI","R","COL",-1.43625,-9.91125,82.234375,1969.375,32
643511,"Tyler Rogers","SI","R","Other",-0.915445544554455,-10.7342574257426,82.3526402640264,NA,606
643511,"Tyler Rogers","SL","R","COL",8.5275,12.0225,73.33125,2469.1875,16
643511,"Tyler Rogers","SL","R","Other",8.89164705882353,15.5181176470588,73.5929411764706,NA,340
650633,"Mike King","CH","R","COL",-13.588,4.316,85.7033333333333,2040.93333333333,30
650633,"Mike King","CH","R","Other",-17.8260614934114,5.06424597364568,86.7737920937042,NA,683
650633,"Mike King","FF","R","COL",-4.01032258064516,12.4025806451613,92.5677419354839,2286.09677419355,31
650633,"Mike King","FF","R","Other",-6.10580838323353,15.1852095808383,93.7489520958084,NA,668
650633,"Mike King","SI","R","COL",-12,5.89714285714286,91.2142857142857,2242,7
650633,"Mike King","SI","R","Other",-16.3308,5.6025,92.935,NA,800
650633,"Mike King","SL","R","COL",3.3,0.72,83.6,2321.5,2
650633,"Mike King","SL","R","Other",3.69225,1.611,85.686875,NA,160
650633,"Mike King","ST","R","COL",11.0676923076923,1.40307692307692,80.1769230769231,2625.23076923077,13
650633,"Mike King","ST","R","Other",15.1068263473054,3.41125748502994,82.0726546906188,NA,501
650911,"Cristopher Sánchez","CH","L","COL",13.4233333333333,1.96333333333333,85.8583333333333,2157.05555555556,36
650911,"Cristopher Sánchez","CH","L","Other",18.0871933471933,0.544864864864865,85.085343035343,2012.38669438669,962
650911,"Cristopher Sánchez","FC","L","Other",0.92,4,86.5,1971.66666666667,3
650911,"Cristopher Sánchez","SI","L","COL",13.7794285714286,5.90057142857143,95.2657142857143,2163.54285714286,35
650911,"Cristopher Sánchez","SI","L","Other",17.8832583397983,7.52695112490303,94.4607447633825,NA,1289
650911,"Cristopher Sánchez","SL","L","COL",-0.77,-2.91,83.975,2065.41666666667,12
650911,"Cristopher Sánchez","SL","L","Other",-0.992347826086957,-3.24260869565217,84.3817391304348,2018.34130434783,460
656222,"Jalen Beeks","CH","L","COL",12.3056,8.0048,88.5693333333333,2102.38666666667,75
656222,"Jalen Beeks","CH","L","Other",15.8621052631579,8.73947368421053,89.0184210526316,NA,228
656222,"Jalen Beeks","CU","L","COL",-7.785,-13.185,74.5,2609.75,8
656222,"Jalen Beeks","CU","L","Other",-9.18,-10.35,75.375,2401.75,4
656222,"Jalen Beeks","FC","L","COL",-2.40607594936709,3.40253164556962,85.1518987341772,2240.60759493671,79
656222,"Jalen Beeks","FC","L","Other",-2.26,3.44818181818182,84.8272727272727,NA,132
656222,"Jalen Beeks","FF","L","COL",4.52075187969925,13.7057142857143,94.465037593985,NA,266
656222,"Jalen Beeks","FF","L","Other",5.25989847715736,16.44730964467,94.5568527918782,NA,394
656234,"Jake Bird","CH","R","COL",-9.84,4.44,89,1836,1
656234,"Jake Bird","CH","R","Other",-3.96,14.52,89.2,2102,1
656234,"Jake Bird","CU","R","COL",12.9044776119403,-8.04716417910448,81.6059701492537,2847.80597014925,67
656234,"Jake Bird","CU","R","Other",16.1466666666667,-9.28,81.7111111111111,2873.64814814815,54
656234,"Jake Bird","FC","R","COL",2.41846153846154,6.66461538461538,91.6307692307692,2504.65384615385,26
656234,"Jake Bird","FC","R","Other",1.24695652173913,10.455652173913,91.5130434782609,2482.17391304348,23
656234,"Jake Bird","FF","R","COL",-5.58,8.52,93.75,1832,2
656234,"Jake Bird","FF","R","Other",-9.64,11.8,95.3,2154.66666666667,3
656234,"Jake Bird","SI","R","COL",-9.88634920634921,1.88888888888889,95.4153439153439,2036.27513227513,189
656234,"Jake Bird","SI","R","Other",-13.5140869565217,3.1575652173913,95.4330434782609,2003.55652173913,115
656234,"Jake Bird","SL","R","COL",8.8425,1.6659375,85.53203125,2680.296875,128
656234,"Jake Bird","SL","R","Other",13.0592,5.208,85.2533333333333,2728.81333333333,75
656302,"Dylan Cease","CH","R","Other",-4.26,17.4985714285714,69.6714285714286,1553.64285714286,28
656302,"Dylan Cease","FC","R","COL",3.36,4.608,91.92,2754.2,5
656302,"Dylan Cease","FC","R","Other",2.82857142857143,6.69428571428571,91.7714285714286,2624.14285714286,14
656302,"Dylan Cease","FF","R","COL",-1.45885714285714,13.5617142857143,96.8028571428571,2626.52857142857,70
656302,"Dylan Cease","FF","R","Other",-2.52582701062215,18.6335053110774,96.8702579666161,NA,1318
656302,"Dylan Cease","KC","R","COL",4.28470588235294,-12.36,82.5588235294118,2879.58823529412,17
656302,"Dylan Cease","KC","R","Other",3.00205128205128,-16.0779487179487,82.2803418803419,2711.92307692308,234
656302,"Dylan Cease","SL","R","COL",2.17466666666667,0.392,87.7011111111111,2842.78888888889,90
656302,"Dylan Cease","SL","R","Other",2.15906176700547,1.98886630179828,87.6551993745113,NA,1279
656302,"Dylan Cease","ST","R","COL",9.8,-9.93333333333333,82.8666666666667,2972.55555555556,9
656302,"Dylan Cease","ST","R","Other",11.2374193548387,-11.0506451612903,82.65,2885.71774193548,124
656464,"Kevin Ginkel","FF","R","COL",-7.98857142857143,11.64,95.1666666666667,2419.42857142857,21
656464,"Kevin Ginkel","FF","R","Other",-10.0512647554806,15.1780775716695,96.0637436762226,2420.46205733558,593
656464,"Kevin Ginkel","SI","R","COL",-14.88,8.76,93.5,2217,1
656464,"Kevin Ginkel","SI","R","Other",-15.2,10.7210526315789,94.5166666666667,2293.99122807018,114
656464,"Kevin Ginkel","SL","R","COL",3.70153846153846,-0.9,87.1230769230769,2511.88461538462,26
656464,"Kevin Ginkel","SL","R","Other",4.04503496503497,-0.503496503496504,87.4631701631702,2483.14452214452,429
656550,"Grant Holmes","CH","R","COL",-6.84,11.16,91.9,2194,1
656550,"Grant Holmes","CH","R","Other",-9.24,11.0072727272727,91.2454545454545,1864.27272727273,11
656550,"Grant Holmes","CU","R","COL",2.91818181818182,-6.04363636363636,83.6545454545455,2842.59090909091,22
656550,"Grant Holmes","CU","R","Other",3.55333333333333,-7.70484848484849,83.9888888888889,2841.16161616162,198
656550,"Grant Holmes","FC","R","COL",-2.18526315789474,10.3768421052632,92.1052631578947,2335.47368421053,19
656550,"Grant Holmes","FC","R","Other",-0.230769230769231,10.3218461538462,92.7215384615385,2478.29230769231,65
656550,"Grant Holmes","FF","R","COL",-5.52888888888889,12.2977777777778,93.662962962963,2334.77777777778,27
656550,"Grant Holmes","FF","R","Other",-6.60980281690141,15.0064225352113,94.6354929577465,2306.11830985916,355
656550,"Grant Holmes","SL","R","COL",1.48551724137931,-0.459310344827586,86.1310344827586,2754.75862068966,29
656550,"Grant Holmes","SL","R","Other",1.62343434343434,-1.19838383838384,86.5282828282828,2733.53872053872,297
656557,"Tanner Houck","FC","R","Other",0.468,0.78,87.1025,2346.85,40
656557,"Tanner Houck","FS","R","COL",-10.28,-2.535,88.8375,1862.58333333333,24
656557,"Tanner Houck","FS","R","Other",-13.6058015267176,-3.06430534351145,88.42,1834.14198473282,655
656557,"Tanner Houck","SI","R","COL",-12.4335483870968,1.03354838709677,93.5612903225806,2195.8064516129,31
656557,"Tanner Houck","SI","R","Other",-16.0913817330211,0.436440281030445,93.5289227166276,NA,854
656557,"Tanner Houck","ST","R","COL",12.5027027027027,-4.48540540540541,83.2567567567568,2528.05405405405,37
656557,"Tanner Houck","ST","R","Other",16.8121755027422,-1.92164533820841,83.1721206581353,2533.83455210238,1094
656730,"Trevor Megill","FF","R","COL",-3.59478260869565,14.055652173913,98.8782608695652,2489.13043478261,23
656730,"Trevor Megill","FF","R","Other",-5.72370860927152,18.1250331125828,98.7649006622517,2454.58057395143,453
656730,"Trevor Megill","KC","R","COL",5.355,-7.905,86.7375,2873.875,8
656730,"Trevor Megill","KC","R","Other",4.28637362637363,-6.26637362637363,87.4104395604396,2767.46703296703,182
656730,"Trevor Megill","SI","R","Other",-18,16.68,98.55,2270,2
656756,"Jordan Montgomery","CH","L","COL",6.25333333333333,9.85333333333333,82.8666666666667,1661.33333333333,9
656756,"Jordan Montgomery","CH","L","Other",10.3242857142857,11.7979120879121,83.0936813186813,1604.12912087912,364
656756,"Jordan Montgomery","CU","L","COL",-3.24615384615385,-6.63692307692308,78.8820512820513,2383.15384615385,39
656756,"Jordan Montgomery","CU","L","Other",-4.36592057761733,-7.34859205776173,79.2749097472924,2307.14259927798,554
656756,"Jordan Montgomery","FF","L","COL",2.72,11.608,91.9,2306.46666666667,15
656756,"Jordan Montgomery","FF","L","Other",5.43611285266458,15.2618181818182,92.0918495297806,2289.43260188088,319
656756,"Jordan Montgomery","SI","L","COL",10.616,8.736,91.66,2119.73333333333,15
656756,"Jordan Montgomery","SI","L","Other",14.877724137931,10.2602068965517,91.7831034482759,2134.94137931034,580
656756,"Jordan Montgomery","SL","L","COL",1.08,4.8,85.7,2315,1
656756,"Jordan Montgomery","SL","L","Other",-3.14181818181818,3.17454545454545,84.130303030303,2373.72727272727,33
656848,"Michael Petersen","CH","R","Other",-12.324,11.82,89.84,1720.2,10
656848,"Michael Petersen","FC","R","COL",3,1.05,88.125,2133.75,4
656848,"Michael Petersen","FC","R","Other",1.5897247706422,1.59192660550459,88.1623853211009,2139.02752293578,109
656848,"Michael Petersen","FF","R","COL",-6.144,14.352,96.9,2261.16,25
656848,"Michael Petersen","FF","R","Other",-8.51098591549296,18.0011267605634,97.0793427230047,2265.56338028169,213
656848,"Michael Petersen","SL","R","COL",2.04,-5.28,84.4,2134,1
656848,"Michael Petersen","SL","R","Other",1.08,-0.84,85.2,2188,1
656849,"David Peterson","CH","L","COL",11.6285714285714,3.93142857142857,84.0142857142857,1634.38095238095,21
656849,"David Peterson","CH","L","Other",14.7801398601399,3.60755244755245,84.7227272727273,1636.80769230769,286
656849,"David Peterson","CU","L","COL",-4.26,-7.14,78.975,2375,4
656849,"David Peterson","CU","L","Other",-6.18992805755396,-9.14676258992806,79.1071942446043,2366.12230215827,139
656849,"David Peterson","FF","L","COL",4.60923076923077,11.1753846153846,92.6923076923077,2165.07692307692,39
656849,"David Peterson","FF","L","Other",6.75676148796499,13.6563676148797,93.1560175054705,2140.84245076586,457
656849,"David Peterson","SI","L","COL",12.08,7.06666666666667,92.3222222222222,2211.55555555556,9
656849,"David Peterson","SI","L","Other",14.8264098073555,6.77127845884413,91.8781085814361,NA,571
656849,"David Peterson","SL","L","COL",-2.72,-1.12,85.0666666666667,2391,15
656849,"David Peterson","SL","L","Other",-2.572,-0.314545454545455,85.0824242424242,2335.09393939394,330
657044,"Ryan Thompson","FF","R","COL",-9.24,5.96,92,2182.33333333333,3
657044,"Ryan Thompson","FF","R","Other",-11.820618556701,7.18268041237113,92.4907216494845,2182.80412371134,97
657044,"Ryan Thompson","SI","R","COL",-11.6181818181818,-5.30181818181818,90.0909090909091,2044.36363636364,22
657044,"Ryan Thompson","SI","R","Other",-14.1959602649007,-5.89708609271523,91.0635761589404,2026.74006622517,604
657044,"Ryan Thompson","SL","R","COL",12.984,5.832,77.17,2195.5,10
657044,"Ryan Thompson","SL","R","Other",13.1382572614108,8.5195020746888,79.096265560166,2156.39834024896,241
657277,"Logan Webb","CH","R","COL",-6.78,-4.12285714285714,86.9357142857143,1452.78571428571,14
657277,"Logan Webb","CH","R","Other",-9.8955737704918,-4.78290983606557,87.3603483606557,NA,976
657277,"Logan Webb","FC","R","COL",0.81,6.06,90.55,2255.25,4
657277,"Logan Webb","FC","R","Other",-1.22430379746835,7.71037974683544,90.9949367088608,2234.6582278481,79
657277,"Logan Webb","FF","R","COL",-4.616,7.512,92.4733333333333,2128.73333333333,15
657277,"Logan Webb","FF","R","Other",-8.57806451612903,10.3207741935484,92.5754838709677,2065.12903225806,155
657277,"Logan Webb","PO","R","Other",-4.92,8.04,90,1847,1
657277,"Logan Webb","SI","R","COL",-11.2136842105263,1.14631578947368,92.2131578947368,1913.63157894737,38
657277,"Logan Webb","SI","R","Other",-15.2732203389831,1.04523002421307,92.5889426957224,NA,1239
657277,"Logan Webb","ST","R","COL",13.9457142857143,-2.95285714285714,83.9571428571429,2633.64285714286,28
657277,"Logan Webb","ST","R","Other",16.5184049079755,-0.78478527607362,83.7515337423313,2603.85122699387,652
658648,"Pedro Avila","CH","R","COL",-0.996,1.092,83.28,1758.7,10
658648,"Pedro Avila","CH","R","Other",-1.7276821192053,3.2717880794702,83.3761589403973,NA,302
658648,"Pedro Avila","CU","R","COL",7.66,-13.46,77.7416666666667,2759.66666666667,12
658648,"Pedro Avila","CU","R","Other",9.27722222222222,-15.3783333333333,77.5884259259259,2722.69907407407,216
